iter	Passed	Remaining
695	41904	198926
696	41965	198867
697	42026	198811
698	42091	198774
699	42155	198734
700	42218	198688
701	42281	198640
702	42343	198584
703	42404	198531
704	42469	198491
705	42530	198437
706	42591	198378
707	42651	198318
708	42711	198257
709	42773	198206
710	42836	198155
711	42899	198111
712	42960	198051
713	43021	197996
714	43086	197955
715	43148	197906
716	43208	197844
717	43271	197796
718	43336	197754
719	43395	197692
720	43460	197651
721	43521	197596
722	43586	197555
723	43646	197495
724	43707	197437
725	43769	197385
726	43832	197335
727	43895	197286
728	43957	197237
729	44019	197181
730	44079	197119
731	44143	197076
732	44209	197041
733	44270	196985
734	44331	196928
735	44391	196867
736	44452	196809
737	44515	196759
738	44579	196718
739	44640	196661
740	44703	196612
741	44765	196558
742	44826	196501
743	44889	196452
744	44952	196403
745	45012	196341
746	45074	196290
747	45138	196242
748	45201	196194
749	45261	196134
750	45325	196087
751	45386	196029
752	45450	195987
753	45513	195938
754	45575	195882
755	45635	195823
756	45696	195764
757	45757	195706
758	45818	195647
759	45879	195592
760	45940	195533
761	46004	195487
762	46064	195428
763	46124	195367
764	46187	195314
765	46247	195253
766	46309	195202
767	46370	195143
768	46431	195086
769	46494	195035
770	46556	194980
771	46618	194929
772	46681	194879
773	46745	194834
774	46808	194784
775	46872	194738
776	46935	194688
777	46997	194633
778	47061	194588
779	47123	194537
780	47185	194479
781	47246	194421
782	47306	194362
783	47368	194306
784	47430	194252
785	47491	194194
786	47550	194130
787	47612	194076
788	47671	194009
789	47733	193956
790	47793	193891
791	47855	193837
792	47919	193794
793	47982	193743
794	48041	193678
795	48106	193636
796	48166	193573
797	48228	193518
798	48289	193459
799	48351	193405
800	48412	193347
801	48472	193287
802	48532	193223
803	48596	193175
804	48657	193118
805	48719	193065
806	48778	193000
807	48840	192943
808	48904	192898
809	48965	192840
810	49027	192785
811	49088	192725
812	49151	192676
813	49211	192613
814	49271	192551
815	49332	192493
816	49395	192442
817	49456	192383
818	49517	192324
819	49578	192267
820	49641	192216
821	49702	192159
822	49764	192102
823	49824	192040
824	49884	191980
825	49945	191920
826	50007	191866
827	50069	191810
828	50129	191748
829	50193	191702
830	50256	191650
831	50318	191597
832	50380	191543
833	50443	191492
834	50508	191447
835	50570	191394
836	50630	191330
837	50691	191273
838	50753	191218
839	50814	191160
840	50875	191100
841	50937	191045
842	50999	190991
843	51062	190939
844	51125	190889
845	51186	190828
846	51248	190773
847	51307	190710
848	51369	190653
849	51431	190598
850	51490	190534
851	51554	190486
852	51615	190427
853	51677	190372
854	51736	190305
855	51798	190252
856	51859	190193
857	51920	190133
858	51980	190069
859	52041	190012
860	52104	189961
861	52168	189911
862	52228	189851
863	52289	189792
864	52352	189740
865	52417	189694
866	52477	189633
867	52537	189572
868	52598	189512
869	52661	189459
870	52721	189399
871	52784	189344
872	52845	189287
873	52908	189236
874	52971	189184
875	53033	189127
876	53094	189070
877	53156	189013
878	53216	188950
879	53280	188903
880	53345	188857
881	53407	188804
882	53471	188755
883	53533	188698
884	53595	188645
885	53657	188587
886	53718	188530
887	53781	188476
888	53840	188412
889	53903	188359
890	53965	188302
891	54025	188242
892	54086	188183
893	54149	188128
894	54209	188067
895	54268	188001
896	54329	187943
897	54392	187888
898	54451	187825
899	54510	187759
900	54569	187692
901	54630	187633
902	54690	187569
903	54752	187515
904	54815	187461
905	54876	187405
906	54937	187344
907	55000	187292
908	55059	187226
909	55119	187162
