iter	Passed	Remaining
841	54978	206203
842	55042	206130
843	55106	206062
844	55175	206009
845	55246	205964
846	55316	205916
847	55385	205867
848	55458	205830
849	55527	205777
850	55592	205712
851	55656	205643
852	55729	205603
853	55799	205554
854	55869	205509
855	55941	205467
856	56013	205426
857	56083	205379
858	56153	205330
859	56224	205286
860	56291	205226
861	56359	205169
862	56433	205135
863	56504	205090
864	56572	205034
865	56636	204964
866	56704	204906
867	56767	204834
868	56832	204765
869	56898	204702
870	56963	204636
871	57026	204563
872	57090	204493
873	57153	204417
874	57217	204348
875	57282	204280
876	57345	204207
877	57409	204137
878	57473	204067
879	57539	204004
880	57604	203937
881	57673	203886
882	57745	203840
883	57812	203782
884	57877	203715
885	57940	203640
886	58004	203572
887	58068	203500
888	58134	203438
889	58201	203377
890	58266	203312
891	58331	203243
892	58397	203181
893	58466	203127
894	58535	203076
895	58603	203020
896	58671	202963
897	58739	202906
898	58803	202834
899	58867	202766
900	58929	202689
901	58992	202615
902	59056	202545
903	59122	202480
904	59184	202402
905	59248	202335
906	59312	202264
907	59378	202199
908	59442	202129
909	59510	202074
910	59583	202032
911	59646	201962
912	59712	201898
913	59777	201832
914	59842	201764
915	59908	201701
916	59975	201639
917	60040	201572
918	60103	201501
919	60169	201436
920	60235	201373
921	60304	201320
922	60367	201247
923	60430	201173
924	60498	201115
925	60562	201045
926	60628	200983
927	60697	200929
928	60760	200856
929	60825	200788
930	60888	200715
931	60953	200648
932	61015	200573
933	61079	200502
934	61146	200442
935	61211	200376
936	61274	200303
937	61337	200230
938	61401	200160
939	61464	200086
940	61527	200012
941	61592	199947
942	61658	199884
943	61726	199826
944	61793	199766
945	61858	199699
946	61923	199632
947	62021	199672
948	62094	199631
949	62163	199578
950	62237	199538
951	62302	199473
952	62372	199421
953	62443	199374
954	62508	199307
955	62576	199248
956	62645	199195
957	62713	199138
958	62789	199105
959	62855	199042
960	62923	198984
961	62992	198930
962	63058	198867
963	63123	198800
964	63190	198739
965	63255	198671
966	63321	198609
967	63388	198546
968	63451	198474
969	63516	198408
970	63591	198370
971	63657	198307
972	63720	198233
973	63785	198167
974	63849	198097
975	63914	198031
976	63981	197969
977	64048	197908
978	64113	197840
979	64179	197777
980	64242	197704
981	64307	197636
982	64370	197563
983	64433	197491
984	64499	197428
985	64570	197379
986	64635	197311
987	64701	197247
988	64766	197179
989	64852	197178
990	64979	197298
991	65088	197364
992	65167	197339
993	65242	197301
994	65325	197289
995	65407	197274
996	65482	197236
997	65565	197220
998	65647	197205
999	65725	197175
1000	65808	197161
1001	65893	197155
1002	65971	197124
1003	66042	197075
1004	66127	197065
1005	66207	197042
1006	66284	197009
1007	66361	196977
1008	66431	196924
1009	66513	196906
1010	66593	196881
1011	66673	196859
1012	66743	196803
1013	66817	196761
1014	66880	196688
1015	66944	196616
1016	67018	196575
1017	67103	196565
1018	67179	196528
1019	67246	196465
1020	67314	196404
1021	67377	196332
1022	67444	196269
1023	67509	196199
1024	67574	196132
1025	67637	196057
1026	67705	195995
1027	67768	195922
1028	67833	195852
1029	67896	195779
1030	67964	195718
1031	68029	195651
1032	68096	195588
1033	68162	195522
1034	68226	195451
1035	68288	195374
1036	68353	195306
1037	68419	195239
1038	68483	195168
1039	68546	195094
1040	68613	195030
1041	68677	194960
1042	68742	194890
1043	68807	194822
1044	68872	194752
1045	68937	194684
1046	68998	194605
1047	69062	194534
1048	69126	194463
1049	69189	194390
1050	69253	194317
1051	69317	194247
1052	69383	194182
1053	69450	194119
1054	69513	194045
1055	69576	193970
1056	69639	193896
1057	69702	193822
1058	69767	193754
1059	69832	193687
1060	69900	193625
1061	69970	193572
1062	70038	193512
1063	70102	193440
1064	70168	193375
1065	70233	193308
1066	70298	193237
1067	70359	193158
1068	70421	193082
1069	70486	193013
1070	70551	192946
1071	70615	192874
1072	70681	192809
1073	70745	192739
1074	70807	192663
1075	70872	192593
1076	70935	192521
1077	71000	192453
1078	71065	192383
1079	71129	192313
1080	71192	192239
1081	71257	192171
1082	71322	192102
1083	71388	192037
1084	71455	191975
1085	71520	191907
1086	71584	191834
1087	71647	191763
1088	71712	191694
1089	71778	191628
1090	71842	191558
1091	71907	191489
1092	71968	191412
1093	72032	191340
1094	72096	191269
1095	72159	191195
1096	72223	191124
1097	72287	191054
1098	72350	190980
1099	72413	190907
1100	72479	190842
1101	72545	190777
1102	72612	190715
1103	72682	190659
1104	72753	190606
1105	72816	190533
1106	72881	190466
1107	72945	190394
1108	73007	190321
1109	73072	190250
1110	73139	190190
1111	73205	190122
1112	73267	190049
1113	73331	189978
1114	73401	189921
1115	73473	189871
1116	73544	189820
1117	73618	189774
1118	73683	189706
1119	73750	189643
1120	73813	189571
1121	73880	189506
1122	73945	189438
1123	74010	189372
1124	74076	189307
1125	74141	189238
1126	74205	189168
1127	74242	189028
1128	74304	188953
1129	74367	188881
1130	74433	188814
1131	74498	188746
1132	74561	188674
1133	74622	188594
1134	74686	188525
1135	74749	188453
1136	74812	188379
1137	74879	188317
1138	74941	188242
1139	75002	188165
1140	75066	188094
1141	75131	188026
1142	75197	187960
1143	75260	187888
1144	75323	187814
1145	75383	187736
1146	75450	187672
1147	75515	187605
1148	75579	187534
1149	75645	187469
1150	75708	187396
1151	75773	187329
1152	75839	187263
1153	75906	187201
1154	75971	187133
1155	76035	187063
1156	76103	187003
1157	76166	186931
1158	76230	186860
1159	76294	186790
1160	76357	186717
1161	76422	186649
1162	76488	186584
1163	76549	186508
1164	76615	186441
1165	76678	186370
1166	76742	186299
1167	76807	186233
1168	76873	186166
1169	76939	186100
1170	77008	186043
1171	77074	185979
1172	77144	185923
1173	77209	185855
1174	77275	185789
1175	77340	185723
1176	77407	185659
1177	77473	185595
1178	77538	185525
1179	77603	185459
1180	77667	185389
1181	77732	185320
1182	77805	185272
1183	77876	185218
1184	77949	185172
1185	78017	185110
1186	78082	185043
1187	78146	184973
1188	78210	184903
1189	78273	184829
1190	78340	184768
1191	78404	184698
1192	78470	184631
1193	78534	184563
1194	78600	184496
1195	78665	184430
1196	78729	184360
1197	78794	184291
1198	78856	184217
1199	78921	184149
1200	78985	184079
1201	79057	184029
1202	79127	183972
1203	79194	183910
1204	79260	183845
1205	79326	183779
1206	79389	183707
1207	79455	183641
1208	79521	183576
1209	79589	183515
1210	79655	183452
1211	79725	183395
1212	79790	183327
1213	79855	183259
1214	79923	183199
1215	79987	183128
1216	80050	183056
1217	80115	182988
1218	80182	182926
1219	80249	182862
1220	80315	182798
1221	80379	182728
1222	80442	182657
1223	80508	182591
1224	80576	182529
1225	80647	182476
1226	80712	182408
1227	80776	182339
1228	80812	182206
1229	80881	182147
1230	80949	182087
1231	81016	182023
1232	81086	181968
1233	81156	181910
1234	81224	181851
1235	81288	181781
1236	81351	181709
1237	81414	181637
1238	81480	181572
1239	81549	181512
1240	81617	181452
1241	81684	181389
1242	81751	181327
1243	81817	181262
1244	81884	181197
1245	81951	181134
1246	82020	181076
1247	82093	181025
1248	82163	180970
1249	82230	180907
1250	82295	180840
1251	82359	180769
1252	82423	180699
1253	82488	180632
1254	82552	180562
1255	82615	180490
1256	82680	180423
1257	82744	180354
1258	82811	180290
1259	82882	180235
1260	82951	180177
1261	83019	180116
1262	83087	180054
1263	83152	179987
1264	83219	179925
1265	83286	179861
1266	83351	179794
1267	83415	179724
1268	83479	179656
1269	83545	179589
1270	83611	179525
1271	83677	179459
1272	83745	179399
1273	83811	179333
1274	83875	179262
1275	83940	179194
1276	84004	179125
1277	84064	179048
1278	84128	178977
1279	84189	178903
1280	84252	178831
1281	84316	178760
1282	84380	178692
1283	84446	178627
1284	84510	178556
1285	84574	178488
1286	84640	178421
1287	84703	178350
1288	84768	178283
1289	84831	178212
1290	84894	178140
1291	84958	178071
1292	85020	177997
1293	85086	177932
1294	85154	177870
1295	85221	177807
1296	85284	177735
1297	85346	177662
1298	85409	177591
1299	85473	177521
1300	85537	177451
1301	85599	177378
1302	85663	177309
1303	85732	177251
1304	85798	177185
1305	85864	177120
1306	85932	177059
1307	86006	177009
1308	86074	176948
1309	86145	176894
1310	86213	176832
1311	86281	176771
1312	86351	176714
1313	86422	176660
1314	86494	176607
1315	86562	176545
1316	86632	176487
1317	86702	176430
1318	86771	176370
1319	86839	176309
1320	86907	176249
1321	86972	176181
1322	87042	176124
1323	87112	176067
1324	87179	176004
1325	87248	175944
1326	87313	175877
1327	87376	175805
1328	87438	175731
1329	87502	175663
1330	87568	175597
1331	87634	175532
1332	87700	175467
1333	87769	175407
1334	87835	175342
1335	87898	175270
1336	87964	175204
1337	88026	175131
1338	88090	175063
1339	88153	174990
1340	88217	174921
1341	88280	174850
1342	88344	174780
1343	88408	174712
1344	88471	174640
1345	88535	174571
1346	88598	174500
1347	88660	174427
1348	88727	174363
1349	88791	174294
1350	88856	174227
1351	88925	174168
1352	88993	174106
1353	89057	174037
1354	89121	173967
1355	89185	173897
1356	89250	173830
1357	89311	173756
1358	89374	173685
1359	89439	173617
1360	89504	173551
1361	89568	173481
1362	89632	173412
1363	89698	173346
1364	89763	173279
1365	89827	173211
1366	89891	173140
1367	89956	173073
1368	90019	173002
1369	90081	172929
1370	90146	172863
1371	90215	172804
1372	90284	172744
1373	90351	172679
1374	90416	172612
1375	90480	172543
1376	90546	172478
1377	90616	172421
1378	90688	172366
1379	90758	172308
1380	90826	172247
1381	90892	172182
1382	90955	172110
1383	91018	172041
1384	91083	171973
1385	91147	171904
1386	91211	171835
1387	91272	171761
1388	91335	171690
1389	91405	171631
1390	91473	171569
1391	91544	171514
1392	91616	171460
1393	91679	171390
1394	91744	171321
1395	91807	171251
1396	91872	171183
1397	91936	171114
1398	92001	171047
1399	92074	170995
1400	92143	170935
1401	92213	170877
1402	92284	170822
1403	92353	170761
1404	92417	170692
1405	92482	170625
1406	92548	170559
1407	92614	170495
1408	92678	170425
1409	92742	170356
1410	92807	170290
1411	92870	170219
1412	92934	170150
1413	92996	170076
1414	93062	170011
1415	93127	169944
1416	93193	169878
1417	93257	169810
1418	93323	169744
1419	93388	169677
1420	93453	169610
1421	93518	169543
1422	93582	169474
1423	93646	169405
1424	93714	169343
1425	93780	169279
1426	93846	169212
1427	93910	169144
1428	93974	169074
1429	94038	169007
1430	94102	168937
1431	94166	168867
1432	94230	168798
1433	94293	168729
1434	94359	168663
1435	94423	168594
1436	94485	168522
1437	94550	168454
1438	94612	168382
1439	94675	168312
1440	94740	168245
1441	94804	168176
1442	94867	168106
1443	94931	168036
1444	94995	167967
1445	95057	167895
1446	95119	167822
1447	95182	167753
1448	95245	167682
1449	95309	167613
1450	95373	167544
1451	95437	167475
1452	95499	167402
1453	95561	167330
1454	95624	167260
1455	95687	167190
1456	95751	167121
1457	95814	167051
1458	95880	166986
1459	95945	166919
1460	96012	166854
1461	96082	166796
1462	96149	166733
1463	96218	166673
1464	96289	166617
1465	96358	166557
1466	96427	166497
1467	96497	166438
1468	96569	166382
1469	96637	166321
1470	96701	166252
1471	96766	166186
1472	96832	166120
1473	96896	166051
1474	96967	165995
1475	97034	165931
1476	97102	165869
1477	97165	165799
1478	97230	165732
1479	97292	165659
1480	97357	165593
1481	97422	165526
1482	97492	165467
1483	97562	165409
1484	97631	165349
1485	97694	165279
1486	97759	165211
1487	97826	165147
1488	97894	165085
1489	97964	165027
1490	98028	164958
1491	98094	164894
1492	98163	164832
1493	98230	164769
1494	98298	164707
1495	98361	164637
1496	98427	164571
1497	98494	164508
1498	98562	164446
1499	98638	164396
1500	98707	164337
1501	98776	164276
1502	98847	164219
1503	98912	164152
1504	98977	164084
1505	99039	164013
1506	99102	163942
1507	99164	163871
1508	99228	163802
1509	99293	163735
1510	99359	163669
1511	99424	163603
1512	99486	163532
1513	99552	163465
1514	99615	163396
1515	99678	163325
1516	99742	163256
1517	99805	163186
1518	99869	163118
1519	99933	163049
1520	99996	162979
1521	100058	162906
1522	100122	162839
1523	100186	162770
1524	100254	162708
1525	100316	162636
1526	100378	162564
1527	100440	162492
1528	100503	162422
1529	100571	162360
1530	100638	162296
1531	100700	162225
1532	100763	162154
1533	100832	162093
1534	100894	162022
1535	100956	161951
1536	101020	161882
1537	101085	161816
1538	101148	161745
1539	101210	161674
1540	101272	161602
1541	101336	161534
1542	101397	161460
1543	101463	161394
1544	101529	161329
1545	101593	161261
1546	101657	161193
1547	101721	161124
1548	101786	161057
1549	101847	160985
1550	101911	160916
1551	101978	160852
1552	102042	160783
1553	102106	160715
1554	102169	160645
1555	102232	160575
1556	102295	160506
1557	102361	160441
1558	102426	160373
1559	102489	160304
1560	102552	160234
1561	102618	160169
1562	102682	160100
1563	102748	160035
1564	102813	159968
1565	102878	159901
1566	102940	159830
1567	103002	159759
1568	103066	159690
1569	103133	159627
1570	103198	159560
1571	103261	159489
1572	103324	159420
1573	103390	159355
1574	103458	159293
1575	103524	159227
1576	103587	159158
1577	103652	159091
1578	103717	159024
1579	103779	158953
1580	103844	158886
1581	103908	158818
1582	103972	158750
1583	104038	158684
1584	104100	158613
1585	104165	158547
1586	104233	158484
1587	104301	158422
1588	104365	158354
1589	104430	158287
1590	104493	158217
1591	104570	158169
1592	104671	158156
1593	104787	158167
1594	104872	158131
1595	104946	158077
1596	105023	158029
1597	105112	157997
1598	105193	157955
1599	105269	157904
1600	105353	157866
1601	105432	157819
1602	105517	157781
1603	105595	157734
1604	105669	157681
1605	105741	157624
1606	105807	157559
1607	105871	157490
1608	105935	157421
1609	106002	157357
1610	106067	157290
1611	106130	157220
1612	106194	157151
1613	106257	157082
1614	106320	157012
1615	106383	156942
1616	106445	156871
1617	106510	156803
1618	106575	156735
1619	106641	156670
1620	106709	156607
1621	106773	156540
1622	106837	156470
1623	106901	156401
1624	106962	156329
1625	107029	156265
1626	107099	156205
1627	107163	156137
1628	107227	156069
1629	107291	156000
1630	107353	155929
1631	107418	155861
1632	107480	155790
1633	107542	155719
1634	107604	155648
1635	107666	155576
1636	107728	155505
1637	107790	155433
1638	107853	155364
1639	107917	155295
1640	107983	155229
1641	108045	155159
1642	108110	155091
1643	108171	155019
1644	108236	154952
1645	108301	154886
1646	108364	154815
1647	108426	154744
1648	108489	154674
1649	108554	154607
1650	108620	154542
1651	108684	154473
1652	108748	154405
1653	108813	154339
1654	108878	154271
1655	108942	154203
1656	109006	154135
1657	109069	154065
1658	109133	153996
1659	109195	153926
1660	109260	153859
1661	109323	153790
1662	109389	153724
1663	109453	153655
1664	109516	153586
