iter	MultiClass
364	0.5758623726
365	0.5750878557
366	0.5739018141
367	0.5737183573
368	0.5729488596
369	0.5720242175
370	0.5714701288
371	0.5705481126
372	0.570239817
373	0.5692346757
374	0.5687903175
375	0.5682248887
376	0.5675155638
377	0.5672653968
378	0.5666483576
379	0.5659338366
380	0.5649114328
381	0.5640242203
382	0.5627929201
383	0.5618316769
384	0.5616065273
385	0.5610838124
386	0.5602732998
387	0.5594481099
388	0.5586585686
389	0.5581220495
390	0.5578653325
391	0.5570258566
392	0.5564475556
393	0.5555951192
394	0.5552316779
395	0.5539122872
396	0.5530185744
397	0.5527844042
398	0.5511876911
399	0.5504593059
400	0.5489752331
401	0.5481865626
402	0.546598431
403	0.5464542485
404	0.545999856
405	0.5453656856
406	0.5441420728
407	0.543011359
408	0.5414552167
409	0.541208982
410	0.5408490127
411	0.5403931629
412	0.5401011752
413	0.5397959781
414	0.5392742499
415	0.5378605983
416	0.5372532787
417	0.5367348599
418	0.5363243579
419	0.5362595897
420	0.5355002902
421	0.5349561641
422	0.5347705055
423	0.5343715216
424	0.5340292819
425	0.5334084413
426	0.532283064
427	0.5318848803
428	0.5316809355
429	0.5311215647
430	0.5308492154
431	0.5303272919
432	0.5293707548
433	0.5292601357
434	0.5291332964
435	0.5284724278
436	0.526975152
437	0.5266653019
438	0.5255933532
439	0.524909571
440	0.52407342
441	0.5229880161
442	0.5225596273
443	0.5212164086
444	0.5204626924
445	0.5195032084
446	0.5184555498
447	0.5176759429
448	0.5174941713
449	0.516673096
450	0.5158874809
451	0.5153284012
452	0.5148626907
453	0.5148016592
454	0.5144359597
455	0.5138744048
456	0.5129120509
457	0.5124768225
458	0.5113008433
459	0.5104404363
460	0.5100672169
461	0.5098733465
462	0.5092405622
463	0.5087996772
464	0.5080628149
465	0.507208638
466	0.5066645529
467	0.5064309698
468	0.5057026818
469	0.5054645535
470	0.5051507862
471	0.5049490674
472	0.5039301408
473	0.5032360802
474	0.5026274103
475	0.5024735512
476	0.5019772297
477	0.500503086
478	0.4997824133
479	0.4992298035
480	0.4989626108
481	0.4983653196
482	0.4977485893
483	0.4966279541
484	0.4960732932
485	0.4955918534
486	0.4950949194
487	0.4939681741
488	0.4938215037
489	0.4935774794
490	0.4931232893
491	0.4925419062
492	0.4919688982
493	0.4912019943
494	0.4908378329
495	0.4902377592
496	0.4893911405
497	0.4892027655
498	0.489048913
499	0.4879768482
500	0.4872722595
501	0.4868428699
502	0.4862284104
503	0.4857943004
504	0.4845112427
505	0.4840104816
506	0.4838512802
507	0.4834700626
508	0.4825847329
509	0.4820493559
510	0.4810041311
511	0.4803736504
512	0.479867098
513	0.4792833639
514	0.4789822702
515	0.4787733214
516	0.4783609019
517	0.4777447179
518	0.4774428762
519	0.4765212562
520	0.4758578209
521	0.4753009318
522	0.4750399475
523	0.4748072637
524	0.473991938
525	0.4732425315
526	0.4725920448
527	0.472057448
528	0.4713858133
529	0.4708122817
530	0.470069145
531	0.469940306
532	0.469412979
533	0.4689400123
534	0.4683673744
535	0.4675523579
536	0.4672845818
537	0.4661281016
538	0.4657264411
539	0.4649346746
540	0.4645867301
541	0.4641073741
542	0.4637856774
543	0.4627826517
544	0.4623715945
545	0.4615142217
546	0.4612908085
547	0.4611447086
548	0.460737099
549	0.4606318521
550	0.4602089295
551	0.4594568456
552	0.4592781532
553	0.4590685796
554	0.4579621105
555	0.4577341853
556	0.4572321844
557	0.4567687623
558	0.4561471009
559	0.4556515788
560	0.455206389
561	0.4548191666
562	0.454596559
563	0.4543421934
564	0.4540928492
565	0.4537056276
566	0.4534115926
567	0.4529843195
568	0.4526166371
569	0.4521109714
570	0.4518276319
571	0.4512747697
572	0.4505039993
573	0.4502260037
574	0.4496009026
575	0.4490251126
576	0.4486042986
577	0.448217874
578	0.4477360471
579	0.4471387251
580	0.4465865805
581	0.4460467948
582	0.4453492725
583	0.4447838365
584	0.444158243
585	0.4434322547
586	0.4430299636
587	0.4428041353
588	0.4425837746
589	0.4422111529
590	0.4419233921
591	0.4415798186
592	0.4408637509
593	0.4404858184
594	0.4399128936
595	0.4394476297
596	0.4391502908
597	0.4385274545
598	0.4383145221
599	0.4377154378
600	0.4368048209
601	0.4367535638
602	0.4365653041
603	0.4357931824
604	0.4356567017
605	0.4351598376
606	0.435008397
607	0.4344782839
608	0.433922808
609	0.4331785657
610	0.432940036
611	0.4325946606
612	0.4323396178
613	0.431891103
614	0.4316614235
615	0.4313594834
616	0.4311542408
617	0.4309329039
618	0.4305562773
619	0.4302810833
620	0.430063141
621	0.4294947671
622	0.4292949761
623	0.4290602626
624	0.4288251858
625	0.4284973428
626	0.4274287638
627	0.427008073
628	0.4268500335
629	0.4266668999
630	0.4263208501
631	0.4261636083
632	0.4252300725
633	0.4250471419
634	0.4248381566
635	0.4244370094
636	0.424164278
637	0.4238045712
638	0.4234495831
639	0.4233172018
640	0.4226512286
641	0.4220003134
642	0.4212408018
643	0.4209703068
644	0.4206774294
645	0.4204771287
646	0.4199495113
647	0.4189071105
648	0.4185417175
649	0.4180286949
650	0.4178380024
651	0.4168199595
652	0.4166588092
653	0.4164206209
654	0.4160627344
655	0.4158825827
656	0.4149012688
657	0.4146052468
658	0.4143275906
659	0.4140815388
660	0.4138076042
661	0.4136622741
662	0.4133918338
663	0.4131888567
664	0.412899094
665	0.412641474
666	0.4118385421
667	0.4115595773
668	0.4113030873
669	0.4109924555
670	0.4108577843
671	0.4105420197
672	0.4104327246
673	0.4102407139
674	0.4100676006
675	0.4098153633
676	0.4096447956
677	0.4094756635
678	0.4092322805
679	0.4089946046
680	0.4084857262
681	0.407682181
682	0.4073683884
683	0.4072056194
684	0.4070785353
685	0.4068479909
686	0.4059203751
687	0.405632787
688	0.4054877729
689	0.405388639
690	0.4045510183
691	0.404098039
692	0.4033817501
693	0.4030880203
694	0.4029684897
695	0.4028087211
696	0.4026949174
697	0.4024235266
698	0.4022670374
699	0.4020955753
700	0.4018075165
701	0.4016408058
702	0.4013609585
703	0.4012782538
704	0.401065866
705	0.4009109946
706	0.4007449056
707	0.4004733291
708	0.4003220669
709	0.4001620046
710	0.3993356586
711	0.3992242662
712	0.399115601
713	0.3988517431
714	0.3986723419
715	0.3984900362
716	0.3983378022
717	0.3982427587
718	0.3981382947
719	0.3979921429
720	0.3978062195
721	0.3974422476
722	0.3972970619
723	0.3967383242
724	0.3963422724
725	0.3959424333
726	0.3956879146
727	0.395303786
728	0.3951687238
729	0.3948217437
730	0.3943835603
731	0.3941677092
732	0.3937161621
733	0.3935890937
734	0.3934930384
735	0.3931551618
736	0.3930621844
737	0.392638608
738	0.3922466293
739	0.3919917478
740	0.3911990961
741	0.3909521754
742	0.3906253056
743	0.3904197535
744	0.3901010407
745	0.3900111102
746	0.3898113299
747	0.3897227386
748	0.3893147461
749	0.3892312358
750	0.3890067017
751	0.3886950381
752	0.3883909109
753	0.3881524067
754	0.3878205434
755	0.3877349451
756	0.3874882651
757	0.3872954587
758	0.3871441452
759	0.3870264943
760	0.3867311948
761	0.3866477304
762	0.3863591262
763	0.3861175795
764	0.3860046659
765	0.3859256277
766	0.3856175919
767	0.3853369395
768	0.3852078857
769	0.3848280706
770	0.3845544303
771	0.3843634638
772	0.384217728
773	0.3839507373
774	0.3838090871
775	0.3836710799
776	0.3834397029
777	0.3831797215
778	0.3827637064
779	0.3826405723
780	0.382346776
781	0.3822270333
782	0.3818212518
783	0.3817628783
784	0.381705774
785	0.3814188461
786	0.3812838678
787	0.3809622134
788	0.3805832255
789	0.3801928345
790	0.380012253
791	0.3796122205
792	0.379333089
793	0.3791568222
794	0.3788219789
795	0.3787245532
796	0.3783462516
797	0.3781753191
798	0.3780377239
799	0.3779165797
800	0.3776088831
801	0.3773729453
802	0.3772549174
803	0.376955706
804	0.3768231474
805	0.376708573
806	0.3764357157
807	0.3763240149
808	0.376094261
809	0.3759943029
810	0.3757031117
811	0.3754581241
812	0.3752338319
813	0.3750027258
814	0.3746023052
815	0.3742325508
816	0.3738146277
817	0.3736061006
818	0.3732178343
819	0.373126636
820	0.3727706989
821	0.3725345092
822	0.3724092034
823	0.3723204085
824	0.3718479758
825	0.3715042295
826	0.3711687471
827	0.3710819564
828	0.3708529066
829	0.3704645739
830	0.3703861425
831	0.3700084031
832	0.3697348177
833	0.3695949162
834	0.369139485
835	0.368698972
836	0.3683831469
837	0.3679430749
838	0.3677311819
839	0.3673022816
840	0.3671200892
841	0.3670242395
842	0.3668460454
843	0.3665443169
844	0.3662497134
845	0.3661685775
846	0.365949974
847	0.3656790359
848	0.365605861
849	0.3653193531
850	0.365105988
851	0.3648264374
852	0.3646951733
853	0.3642862618
854	0.3640782541
855	0.3637744904
856	0.3637040751
857	0.3634020805
858	0.3633329252
859	0.3630380625
860	0.3627679259
861	0.3623155541
862	0.3621365932
863	0.3617817902
864	0.3613884282
865	0.3611290627
866	0.3607464519
867	0.3604541289
868	0.3603869847
869	0.3603343411
870	0.3600523729
871	0.3599875677
872	0.359736207
873	0.3595701797
874	0.3595033315
875	0.3592288905
876	0.3590370142
877	0.3589583723
878	0.35869115
879	0.3586143431
880	0.3583349341
881	0.3580748249
882	0.3578921042
883	0.3575524423
884	0.3572683834
885	0.3570009844
886	0.3568400466
887	0.3563562997
888	0.3562826024
889	0.3560149963
890	0.3557404638
891	0.3555677009
892	0.3553001948
893	0.3550439949
894	0.3547848889
895	0.3545368338
896	0.3541713149
897	0.353703796
898	0.3535487591
899	0.3530939981
900	0.3530392826
901	0.352888311
902	0.3527408655
903	0.3524986391
904	0.3523544155
905	0.3523006028
906	0.3520483296
907	0.3518065906
908	0.3517537965
909	0.3515079124
910	0.3511566452
911	0.3511050856
912	0.3508648962
913	0.3507081307
914	0.3503780226
915	0.3501981103
916	0.3501476698
917	0.3500982142
918	0.3496606744
919	0.3493203896
920	0.349088886
921	0.3488581163
922	0.3488102349
923	0.3485788473
924	0.3484394917
925	0.348398144
926	0.3482620758
927	0.3482142364
928	0.3478834578
929	0.3478368801
930	0.3476865692
931	0.3473633414
932	0.3473233653
933	0.3470369332
934	0.3469914264
935	0.3466654483
936	0.3465334516
937	0.346494597
938	0.3463416301
939	0.346212915
940	0.346168333
941	0.3459206868
942	0.3456784762
943	0.3453712234
944	0.3453249823
945	0.3452817371
946	0.3450677599
947	0.3447675154
948	0.3445592041
949	0.3445140337
950	0.3442801558
951	0.3440583779
952	0.3436490582
953	0.3433570053
954	0.3430512181
955	0.3427991195
956	0.3425714878
957	0.3425278526
958	0.3424046188
959	0.3422842057
960	0.3420576347
961	0.3418357572
962	0.3416372044
963	0.3415950861
964	0.3413789521
965	0.3411676034
966	0.3407771067
967	0.340500955
968	0.3404602606
969	0.3400815978
970	0.3399648522
971	0.3397598935
972	0.3397251121
973	0.3395244339
974	0.3392228034
975	0.339188913
976	0.3391497218
977	0.3391165506
978	0.3389414764
979	0.338908849
980	0.3387968835
981	0.3383942194
982	0.3382847356
983	0.3382524337
984	0.3380571601
985	0.3380254636
986	0.3378342809
987	0.3376454852
988	0.3372529392
989	0.3370699387
990	0.3368902689
991	0.3367152246
992	0.3363537499
993	0.3363227018
994	0.336143475
995	0.3359677451
996	0.3359372824
997	0.3358863547
998	0.3357157372
999	0.3355639868
1000	0.3353957619
1001	0.3351169121
1002	0.335087605
1003	0.3349242716
1004	0.3347643847
1005	0.334606241
1006	0.3345774617
1007	0.3344310216
1008	0.3342684912
1009	0.3342403195
1010	0.3340997974
1011	0.3340721992
1012	0.3339349975
1013	0.3336628355
1014	0.3335931555
1015	0.3335665537
1016	0.333540407
1017	0.3333884176
1018	0.3330433649
1019	0.3327776943
1020	0.3326457454
1021	0.3323273032
1022	0.3321095534
1023	0.3320840527
1024	0.3319349271
1025	0.3319099004
1026	0.3317886974
1027	0.331764095
1028	0.3316456226
1029	0.3315036147
1030	0.3314794204
1031	0.3313701809
1032	0.3312426656
1033	0.3311266071
1034	0.3311030859
1035	0.3310799502
1036	0.3309664542
1037	0.3306338762
1038	0.3305692762
1039	0.3304604559
1040	0.3303382134
1041	0.3301852267
1042	0.3300358792
1043	0.3296653975
1044	0.329511547
1045	0.329366077
1046	0.3290445922
1047	0.3289027876
1048	0.3286508945
1049	0.3284046664
1050	0.3282886261
1051	0.3279302112
1052	0.3276136455
1053	0.3274631896
1054	0.3273157835
1055	0.3270070472
1056	0.3269114858
1057	0.3268419371
1058	0.3266977382
1059	0.3265564387
1060	0.3264179713
1061	0.3263197375
1062	0.3259708779
1063	0.3256307491
1064	0.3254712706
1065	0.3252373331
1066	0.3251487502
1067	0.3249199998
1068	0.3246734876
1069	0.3244317236
1070	0.3241945925
1071	0.3239013946
1072	0.3236690741
1073	0.3234411581
1074	0.3231158723
1075	0.3230251872
1076	0.3228947929
1077	0.3228324936
1078	0.3225467455
1079	0.3224369727
1080	0.322309367
1081	0.3220886124
1082	0.3219688778
1083	0.3218709193
1084	0.321593658
1085	0.3214976756
1086	0.3214104719
1087	0.3211961639
1088	0.3211122665
1089	0.3210182343
1090	0.3209321507
1091	0.3207134913
1092	0.3206214844
1093	0.3204114775
1094	0.3203069504
1095	0.3199824413
1096	0.3198804962
1097	0.3197967434
1098	0.3196747823
1099	0.3194085741
1100	0.3193091935
1101	0.3191055648
1102	0.319013002
1103	0.3186965111
1104	0.3185829013
1105	0.3184664112
1106	0.3183850343
1107	0.3183007044
1108	0.3180333714
1109	0.3179097666
1110	0.3177103212
1111	0.3176278302
1112	0.3175147029
1113	0.3174282191
1114	0.3173176882
1115	0.317172852
1116	0.3169926817
1117	0.3167976838
1118	0.316537634
1119	0.316430075
1120	0.3162901462
1121	0.3160130311
1122	0.3158198881
1123	0.3157313952
1124	0.3155276908
1125	0.3154175986
1126	0.3152294808
1127	0.3151575945
1128	0.315054327
1129	0.3149936129
1130	0.3146773773
1131	0.3145763353
1132	0.314406599
1133	0.3143850726
1134	0.3141977448
1135	0.3140290861
1136	0.3140092023
1137	0.3139228076
1138	0.3138381334
1139	0.3138172488
1140	0.3136340299
1141	0.3135353399
1142	0.3134386641
1143	0.3131983136
1144	0.3130194081
1145	0.3128270308
1146	0.3125833248
1147	0.3125640923
1148	0.3123091634
1149	0.3122276235
1150	0.3121476893
1151	0.312089712
1152	0.312033177
1153	0.3118696968
1154	0.3118509542
1155	0.3116341237
1156	0.3114652814
1157	0.3114477397
1158	0.3112929078
1159	0.3111277227
1160	0.3110339945
1161	0.3108620095
1162	0.310784056
1163	0.3107076293
1164	0.3105680614
1165	0.3103576205
1166	0.3102799419
1167	0.3102614359
1168	0.310185467
1169	0.3099796766
1170	0.309825229
1171	0.3097736027
1172	0.3097545794
1173	0.3096803192
1174	0.3094276265
1175	0.3093550836
1176	0.3091252611
1177	0.3089647997
1178	0.3088651748
1179	0.3087002335
1180	0.3086280031
1181	0.3085531378
1182	0.3083551849
1183	0.3082844611
1184	0.3079737563
1185	0.3079292803
1186	0.307786063
1187	0.3076763496
1188	0.3073870794
1189	0.3073434422
1190	0.307129192
1191	0.3069649607
1192	0.3067792085
1193	0.3065455743
1194	0.306258008
1195	0.3060333096
1196	0.306014489
1197	0.3057948829
1198	0.3057661458
1199	0.3056534199
1200	0.3055934552
1201	0.3055653143
1202	0.3055165798
1203	0.3054233426
1204	0.3052850809
1205	0.3051428539
1206	0.3050765581
1207	0.3048828389
1208	0.3048125381
1209	0.3047474918
1210	0.3047344836
1211	0.3045344704
1212	0.3045175467
1213	0.3043220119
1214	0.3041702417
1215	0.3041555652
1216	0.3041411068
1217	0.3040136601
1218	0.3039093558
1219	0.3038409642
1220	0.3037941006
1221	0.3035197104
1222	0.3034111231
1223	0.3031942711
1224	0.3029263721
1225	0.3029120709
1226	0.3028663953
1227	0.3027560181
1228	0.3027169468
1229	0.3027029824
1230	0.3026892464
1231	0.302644703
1232	0.3025467465
1233	0.3023617316
1234	0.3022161206
1235	0.3020055205
1236	0.3018383494
1237	0.3016323544
1238	0.3014810753
1239	0.3014098846
1240	0.3012078597
1241	0.3011946687
1242	0.3011063945
1243	0.3009871949
1244	0.3009333754
1245	0.3007365561
1246	0.300535017
1247	0.300337074
1248	0.3002842908
1249	0.3001389088
1250	0.2999451968
1251	0.2997632789
1252	0.299693878
1253	0.2996423398
1254	0.2994957436
1255	0.2993940241
1256	0.2993434858
1257	0.2993306791
1258	0.2991886844
1259	0.2991750088
1260	0.299161532
1261	0.2991120157
1262	0.2989540963
1263	0.2989055568
1264	0.2987912823
1265	0.2986795574
1266	0.2985291943
1267	0.2983116261
1268	0.2982993568
1269	0.2981436914
1270	0.2981305936
1271	0.2980115955
1272	0.2978697395
1273	0.2978109047
1274	0.2976947316
1275	0.297598077
1276	0.2973506285
1277	0.2972849746
1278	0.2971333703
1279	0.2970553706
1280	0.2970427334
1281	0.2970312339
1282	0.2969367529
1283	0.2967981865
1284	0.2967338918
1285	0.2965194376
1286	0.2964731576
1287	0.2964165634
1288	0.2963711576
1289	0.2962745431
1290	0.2962300066
1291	0.2960467298
1292	0.295863396
1293	0.2957515787
1294	0.2956040255
1295	0.2953852037
1296	0.295260593
1297	0.295169595
1298	0.2950899292
1299	0.2950121916
1300	0.2949175132
1301	0.2948566232
1302	0.2948136751
1303	0.2946361243
1304	0.2945276754
1305	0.294467971
1306	0.2943926668
1307	0.2943509046
1308	0.2942831345
1309	0.294206958
1310	0.2941336217
1311	0.2939892326
1312	0.2939174093
1313	0.2938472936
1314	0.2938355378
1315	0.2936236206
1316	0.2936120471
1317	0.293554601
1318	0.293486259
1319	0.2934514103
1320	0.2932950265
1321	0.2931314038
1322	0.2930650578
1323	0.2930067466
1324	0.292942094
1325	0.2928342092
1326	0.2927789354
1327	0.292722145
1328	0.2925805233
1329	0.2925326756
1330	0.2922894727
1331	0.2922715081
1332	0.2921880945
1333	0.2921344719
1334	0.2921229481
1335	0.2920138089
1336	0.2919523239
1337	0.291940904
1338	0.291740396
1339	0.2917291516
1340	0.2916636384
1341	0.2915804866
1342	0.2914781
1343	0.2913553017
1344	0.2912758472
1345	0.2911555738
1346	0.2910956973
1347	0.2908636392
1348	0.2906808792
1349	0.2904816148
1350	0.2903657181
1351	0.2902215612
1352	0.2900440049
1353	0.2900207846
1354	0.2898476909
1355	0.2897681628
1356	0.2895747201
1357	0.2894727216
1358	0.2894581911
1359	0.2892692118
1360	0.2891951487
1361	0.2891224514
1362	0.2891113808
1363	0.2888467042
1364	0.288836584
1365	0.2887265424
1366	0.2887165621
1367	0.2887058994
1368	0.2886953866
1369	0.2885280489
1370	0.2883504035
1371	0.2883399993
1372	0.2880823121
1373	0.2880728162
1374	0.2880626554
1375	0.2879920248
1376	0.287983901
1377	0.2879738926
1378	0.2879658965
1379	0.2878892669
1380	0.2878813738
1381	0.2878110797
1382	0.287801216
1383	0.2876815214
1384	0.2876069683
1385	0.2875463386
1386	0.2875386488
1387	0.2874103388
1388	0.287348255
1389	0.2872721989
1390	0.28721148
1391	0.2871005642
1392	0.2869959128
1393	0.2868793741
1394	0.2866005151
1395	0.2865281426
1396	0.2863658196
1397	0.2862753567
1398	0.2861871471
1399	0.2860627879
1400	0.2860529603
1401	0.2857814302
1402	0.2856931328
1403	0.2855854367
1404	0.285578245
1405	0.285420666
1406	0.28538965
1407	0.2852881044
1408	0.2851722938
1409	0.2850857492
1410	0.2850370427
1411	0.2848001267
1412	0.2847153246
1413	0.2846301995
1414	0.2845988484
1415	0.2845835094
1416	0.284505795
1417	0.2843519903
1418	0.2842693444
1419	0.2842308749
1420	0.2841475926
1421	0.284102277
1422	0.2840926258
1423	0.2840109212
1424	0.2839075859
1425	0.2838322381
1426	0.2836819244
1427	0.2834535744
1428	0.2832456633
1429	0.2832387708
1430	0.2831199111
1431	0.2830759938
1432	0.2830330255
1433	0.2829909792
1434	0.2828450028
1435	0.2827732473
1436	0.2827321975
1437	0.2825300341
1438	0.2824686086
1439	0.2824284309
1440	0.2823815065
1441	0.2823121404
1442	0.2822122294
1443	0.2820954183
1444	0.2820150062
1445	0.2819061632
1446	0.2817103732
1447	0.281650436
1448	0.2815437151
1449	0.2813936098
1450	0.2813638227
1451	0.2811299953
1452	0.2809747872
1453	0.2809353921
1454	0.2808654404
1455	0.2807195941
1456	0.2806810625
1457	0.2806433405
1458	0.2805973142
1459	0.2805411787
1460	0.2804743664
1461	0.2803698923
1462	0.2802353596
1463	0.2800779364
1464	0.2800485713
1465	0.2799542614
1466	0.2798605198
1467	0.2798234188
1468	0.2796697562
1469	0.2796256598
1470	0.2795237595
1471	0.2794323548
1472	0.2793430596
1473	0.2793063093
1474	0.2792411588
1475	0.2792120553
1476	0.2792023853
1477	0.2791929106
1478	0.2791643601
1479	0.2790959139
1480	0.2789755154
1481	0.2788706901
1482	0.2786776729
1483	0.2786549277
1484	0.2786325286
1485	0.2785348983
1486	0.2783097338
1487	0.278230021
1488	0.2782080026
1489	0.2781452566
1490	0.278007609
1491	0.2779859844
1492	0.2778382177
1493	0.2777380325
1494	0.2775259156
1495	0.2773973279
1496	0.2773036723
1497	0.2772824269
1498	0.2771683281
1499	0.2770244291
1500	0.2769327971
1501	0.2768429999
1502	0.2768220137
1503	0.2768013383
1504	0.2765938287
1505	0.2764533543
1506	0.2763608769
1507	0.2762809758
1508	0.2762030652
1509	0.2761165503
1510	0.2760501135
1511	0.2759903008
1512	0.2758608198
1513	0.2756610851
1514	0.2755906786
1515	0.2755066156
1516	0.275432102
1517	0.2754118268
1518	0.275339118
1519	0.2753191108
1520	0.2751280656
1521	0.2749408671
1522	0.2747491625
1523	0.2747319891
1524	0.2746978376
